Código da IES;Nome da IES;Sigla da IES;Organização Acadêmica;Categoria Administrativa;Município do Curso;Sigla da UF;Conceito Enade (Contínuo);Conceito Enade (Faixa);
12923;FACULDADE DE TECNOLOGIA IPANEMA;;Faculdade;Privada com fins lucrativos;Sorocaba;SP;2,0006;3;0
13133;FACULDADE PITÁGORAS DE GOIÂNIA;;Faculdade;Privada com fins lucrativos;Goiânia;GO;2,0402;3;0
13300;FACULDADE ADJETIVO CETEP;ADJETIVO-CETEP;Faculdade;Privada com fins lucrativos;Mariana;MG;1,6727;2;0
13359;FACULDADE IDEAU DE BAGÉ;IDEAU;Faculdade;Privada com fins lucrativos;Bagé;RS;1,3759;2;0
13417;FACULDADE PRINCESA DO OESTE;FPO;Faculdade;Privada com fins lucrativos;Crateús;CE;1,5126;2;0
13486;FACULDADE FACTUM;Factum;Faculdade;Privada com fins lucrativos;Porto Alegre;RS;2,3938;3;0
13488;FACULDADE SEQÜENCIAL;;Faculdade;Privada sem fins lucrativos;São Paulo;SP;1,4125;2;0
13620;FACULDADE ANHANGUERA DE PORTO ALEGRE;;Faculdade;Privada com fins lucrativos;Porto Alegre;RS;;SC;0
13631;Faculdade de Ciências, Educação, Saúde, Pesquisa e Gestão;CENSUPEG;Faculdade;Privada com fins lucrativos;São Fidélis;RJ;1,0457;2;0
13684;FACULDADE PITÁGORAS DE CONTAGEM;PIT Contagem;Faculdade;Privada com fins lucrativos;Contagem;MG;1,3117;2;0
13717;FACULDADES DO VALE DO ARARANGUA - FVA;FVA;Faculdade;Privada com fins lucrativos;Araranguá;SC;1,3747;2;0
13728;FACULDADE DOS CARAJÁS;;Faculdade;Privada com fins lucrativos;Marabá;PA;1,4243;2;0
13743;FACULDADE PITÁGORAS DE GOVERNADOR VALADARES;PIT GV;Faculdade;Privada com fins lucrativos;Governador Valadares;MG;1,3354;2;0
13749;FACULDADE EDUCACIONAL ARAUCÁRIA;Facear;Faculdade;Privada com fins lucrativos;Curitiba;PR;2,5887;3;0
13783;FACULDADE ESTÁCIO DE FEIRA DE SANTANA;ESTÁCIO FEIRA DE SAN;Faculdade;Privada com fins lucrativos;Feira de Santana;BA;2,3191;3;0
13792;INSTITUIÇÃO DE ENSINO SUPERIOR DE CACOAL;FANORTE CACOAL;Faculdade;Privada com fins lucrativos;Cacoal;RO;1,3472;2;0
13828;FACULDADE ISEIB DE BELO HORIZONTE;FIBH;Faculdade;Privada com fins lucrativos;Belo Horizonte;MG;1,3669;2;0
13873;FACULDADE FINOM DE PATOS DE MINAS;FINOM;Faculdade;Privada com fins lucrativos;Patos de Minas;MG;0,208;1;0
13883;FACULDADE MURIALDO;FAMUR;Faculdade;Privada sem fins lucrativos;Caxias do Sul;RS;3,3877;4;0
13897;FACULDADE LABORO;Laboro;Faculdade;Privada com fins lucrativos;São Luís;MA;1,8011;2;0
13982;FACULDADE UNINASSAU BELÉM;;Faculdade;Privada com fins lucrativos;Belém;PA;1,0955;2;0
14002;Faculdade dos Guararapes;FG;Faculdade;Privada com fins lucrativos;Recife;PE;2,0789;3;0
14028;Faculdade UNA de Betim;UNA;Faculdade;Privada com fins lucrativos;Betim;MG;1,6597;2;0
14029;Faculdade Presidente Antônio Carlos de Aimorés;;Faculdade;Privada com fins lucrativos;Aimorés;MG;0,7521;1;0
14147;Faculdade Presidente Antônio Carlos de Barão de Cocais;;Faculdade;Privada sem fins lucrativos;Barão de Cocais;MG;1,5618;2;0
14156;Faculdade Presidente Antônio Carlos de Teófilo Otoni;;Faculdade;Privada com fins lucrativos;Teófilo Otoni;MG;1,634;2;0
14161;Faculdade Única de Contagem;FUNIC;Faculdade;Privada com fins lucrativos;Contagem;MG;1,2664;2;0
14162;Faculdade Presidente Antônio Carlos de Governador Valadares;FAPAC - GV;Faculdade;Privada sem fins lucrativos;Governador Valadares;MG;0,8343;1;0
14248;Faculdade Presidente Antônio Carlos de Uberlândia;;Faculdade;Privada sem fins lucrativos;Uberlândia;MG;1,4554;2;0
14297;Faculdade Unirb - Parnaíba;;Faculdade;Privada com fins lucrativos;Parnaíba;PI;1,1475;2;0
14313;NOVA FACULDADE;NF;Faculdade;Privada com fins lucrativos;Contagem;MG;0,9797;2;0
14321;FACULDADE UNINASSAU FORTALEZA;;Faculdade;Privada com fins lucrativos;Fortaleza;CE;1,9286;2;0
14342;FACULDADE REDENTOR DE CAMPOS;FACREDENTOR;Faculdade;Privada sem fins lucrativos;Campos dos Goytacazes;RJ;2,292;3;0
14401;FACULDADE DE TECNOLOGIA PORTO DAS MONÇÕES;FAMO;Faculdade;Privada com fins lucrativos;Porto Feliz;SP;1,8548;2;0
14429;FACULDADE PITÁGORAS DE MACEIÓ;;Faculdade;Privada com fins lucrativos;Maceió;AL;1,6046;2;0
14715;FACULDADE PIAGET;FACPIAGET;Faculdade;Privada sem fins lucrativos;Suzano;SP;1,9501;3;0
14717;FACULDADE UNINASSAU CARUARU;;Faculdade;Privada com fins lucrativos;Caruaru;PE;1,411;2;0
14890;FACULDADE PRAIA GRANDE;FPG;Faculdade;Privada com fins lucrativos;Praia Grande;SP;1,3037;2;0
14892;FACULDADE DE CIÊNCIAS DA SAÚDE DE BARRETOS DR. PAULO PRATA;FCSB;Faculdade;Privada com fins lucrativos;Barretos;SP;3,2795;4;0
14901;FACULDADE INTEGRADA CARAJÁS;FIC;Faculdade;Privada com fins lucrativos;Redenção;PA;0,7895;1;0
14947;FACULDADE DE CIÊNCIAS DO TOCANTINS;FACIT;Faculdade;Privada com fins lucrativos;Araguaína;TO;1,0263;2;0
14951;FACULDADE DE ENGENHARIA E INOVAÇÃO TÉCNICO PROFISSI;FEITEP;Faculdade;Privada com fins lucrativos;Maringá;PR;1,5068;2;0
14961;FACULDADE DE TECNOLOGIA EM SAÚDE - IAHCS;FATESA;Faculdade;Privada sem fins lucrativos;Porto Alegre;RS;2,0976;3;0
14969;FACULDADE DE TECNOLOGIA EM SAÚDE;FATESA;Faculdade;Privada com fins lucrativos;Ribeirão Preto;SP;3,3418;4;0
14975;FACULDADE DO NORDESTE DA BAHIA;FANEB;Faculdade;Privada com fins lucrativos;Coronel João Sá;BA;2,2197;3;0
15032;UNIVERSIDADE ALTO VALE DO RIO DO PEIXE;UNIARP;Universidade;Privada sem fins lucrativos;Caçador;SC;;SC;0
15173;FACULDADE EVANGÉLICA DE JARAGUÁ;FEJA;Faculdade;Privada com fins lucrativos;Jaraguá;GO;1,7077;2;0
15351;Centro de Ensino Superior Riograndense Marau CESURG;;Faculdade;Privada com fins lucrativos;Marau;RS;1,476;2;0
15357;Faculdade Presidente Antônio Carlos de Ubá;;Faculdade;Privada sem fins lucrativos;Ubá;MG;2,6753;3;0
15450;Faculdade Única de Ipatinga;FUNIP;Faculdade;Privada com fins lucrativos;Ipatinga;MG;2,5272;3;0
15452;CENTRO UNIVERSITÁRIO UNA DE BOM DESPACHO;UNA;Centro Universitário;Privada com fins lucrativos;Bom Despacho;MG;;SC;0
15453;Faculdade Presidente Antônio Carlos de Conselheiro Lafaiete;;Faculdade;Privada sem fins lucrativos;Conselheiro Lafaiete;MG;1,3694;2;0
15468;Faculdade Presidente Antônio Carlos de Leopoldina;;Faculdade;Privada sem fins lucrativos;Leopoldina;MG;1,5466;2;0
15504;FACULDADE IRECÊ;FAI;Faculdade;Privada com fins lucrativos;Irecê;BA;2,5223;3;0
15508;Centro de Ensino Unificado do Piauí;CEUPI;Faculdade;Privada sem fins lucrativos;Teresina;PI;1,6787;2;0
15669;FACULDADE DE CIÊNCIAS EXATAS DE GARANHUNS;FACEG;Faculdade;Especial;Garanhuns;PE;2,1969;3;0
15777;FACULDADE SUDOESTE PAULISTA-ITAPETININGA;FSP;Faculdade;Privada com fins lucrativos;Itapetininga;SP;1,9404;2;0
15839;Faculdade Pitágoras da Paraíba;;Faculdade;Privada com fins lucrativos;João Pessoa;PB;;SC;0
15859;Faculdade Católica Paulista;FACAP;Faculdade;Privada sem fins lucrativos;Marília;SP;1,3806;2;0
16194;Faculdade Gran Tietê;FGT;Faculdade;Privada com fins lucrativos;Barra Bonita;SP;1,378;2;0
16759;Faculdade do Bico do Papagaio;FABIC;Faculdade;Privada sem fins lucrativos;Augustinópolis;TO;0,7864;1;0
16894;Faculdade Internacional de São Luís;ISL;Faculdade;Privada com fins lucrativos;São Luís;MA;0,8314;1;0
16914;Faculdade Leonardo da Vinci - Santa Catarina;;Faculdade;Privada com fins lucrativos;Timbó;SC;1,6943;2;0
16943;FACULDADE UNINASSAU PARNAMIRIM;;Faculdade;Privada com fins lucrativos;Parnamirim;RN;0,8326;1;0
17115;FACULDADE TRÊS MARIAS;FTM;Faculdade;Privada com fins lucrativos;João Pessoa;PB;2,8223;3;0
17118;Faculdade do Norte de Mato Grosso;AJES;Faculdade;Privada com fins lucrativos;Guarantã do Norte;MT;1,2705;2;0
17138;Centro Universitário - Católica de Santa Catarina em Joinville;Católica em Joinvile;Centro Universitário;Privada sem fins lucrativos;Joinville;SC;2,3505;3;0
17224;Faculdade Cesmac do Sertão;CESMAC Sertão;Faculdade;Privada sem fins lucrativos;Palmeira dos Índios;AL;1,2693;2;0
17284;FACULDADE UNINASSAU SÃO LUÍS;;Faculdade;Privada sem fins lucrativos;São Luís;MA;1,2062;2;0
17326;FACULDADE GIANNA BERETTA;;Faculdade;Privada com fins lucrativos;São Luís;MA;1,8223;2;0
17355;Faculdade de Educação em Ciências da Saúde;FECS;Faculdade;Privada sem fins lucrativos;São Paulo;SP;3,5739;4;0
17400;Faculdade Menino Deus;FAMED;Faculdade;Privada com fins lucrativos;Porto Alegre;RS;1,4659;2;0
17403;FACULDADE ARI DE SÁ;FAS;Faculdade;Privada com fins lucrativos;Fortaleza;CE;3,7685;4;0
17433;FACULDADE SANTO AGOSTINHO DE VITÓRIA DA CONQUISTA;FASAVIC;Faculdade;Privada com fins lucrativos;Vitória da Conquista;BA;1,8654;2;0
17563;FACULDADE DE TECNOLOGIA COESP;FCOESP;Faculdade;Privada com fins lucrativos;João Pessoa;PB;2,1464;3;0
17662;Faculdade Galileu;FG;Faculdade;Privada com fins lucrativos;Botucatu;SP;1,7147;2;0
17854;FACULDADE CAPITAL FEDERAL;FECAF;Faculdade;Privada com fins lucrativos;Taboão da Serra;SP;1,455;2;0
18023;FACULDADE UNINASSAU PETROLINA;;Faculdade;Privada com fins lucrativos;Petrolina;PE;4,7084;5;0
18025;FACULDADE DE EDUCAÇÃO SUPERIOR DE CHAPECÓ;FACESC;Faculdade;Privada com fins lucrativos;Chapecó;SC;0,3496;1;0
18065;CISNE - FACULDADE DE QUIXADÁ;CFQ;Faculdade;Privada com fins lucrativos;Quixadá;CE;2,1971;3;0
18077;Faculdade Cosmopolita;;Faculdade;Privada com fins lucrativos;Belém;PA;1,9281;2;0
18114;Faculdade Fasipe Mato Grosso;FFMT;Faculdade;Privada com fins lucrativos;Cuiabá;MT;1,0485;2;0
18148;FACULDADE CONHECIMENTO & CIÊNCIA;FCC;Faculdade;Privada com fins lucrativos;Belém;PA;2,6307;3;0
18253;FACULDADE VALE DO AÇO;FAVALE;Faculdade;Privada com fins lucrativos;Açailândia;MA;2,1454;3;0
18454;Faculdade Una de Sete Lagoas;Unaset;Faculdade;Privada com fins lucrativos;Sete Lagoas;MG;;SC;0
18623;FACULDADE DE ESTUDOS SUPERIORES DO MARANHÃO;FESCEMP;Faculdade;Privada com fins lucrativos;São Luís;MA;1,636;2;0
18636;Faculdade da Região Sisaleira;FARESI;Faculdade;Privada com fins lucrativos;Conceição do Coité;BA;1,9451;3;0
19337;FACULDADE UNIFAMETRO MARACANAÚ;;Faculdade;Privada com fins lucrativos;Maracanaú;CE;1,5348;2;0
19512;INSTITUTO MASTER DE ENSINO PRESIDENTE ANTÔNIO CARLOS;IMEPAC;Faculdade;Privada com fins lucrativos;Araguari;MG;2,1543;3;0
